,open time,close,volumn,SMA 7,SMA 25,SMA 99,EMA 7,EMA 25,EMA 99,bband upper,bband middle,bband lower,ADX 14,K,D,J,MOM 7,MOM 25,MOM 99,WMA 7,WMA 25,WMA 99,RSI 6,RSI 12,RSI 24,STCK 10,STCD 7,LWR 14,AD,CCI 14
241,2022-05-28 15:05:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[31.804,40.649]","[25.58,33.666]","[34.704,48.549]","[-199.729,-66.552]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[24.89,33.979]","[38.476,46.259]","[47.199,53.43]","[30.0,40.0]","[14.501,23.159]","[-80.0,-70.0]","[1537.505,2410.107]","[-163.697,-89.962]"
242,2022-05-28 15:10:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[31.804,40.649]","[25.58,33.666]","[48.549,62.394]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[38.476,46.259]","[47.199,53.43]","[40.0,50.0]","[23.159,31.817]","[-80.0,-70.0]","[1537.505,2410.107]","[-163.697,-89.962]"
243,2022-05-28 15:15:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[31.804,40.649]","[25.58,33.666]","[34.704,48.549]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[24.89,33.979]","[38.476,46.259]","[47.199,53.43]","[30.0,40.0]","[23.159,31.817]","[-70.0,-60.0]","[1537.505,2410.107]","[-89.962,-16.228]"
244,2022-05-28 15:20:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[49.494,58.338]","[33.666,41.751]","[76.239,90.084]","[-66.552,66.625]","[-431.097,-198.566]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[52.157,61.246]","[46.259,54.042]","[47.199,53.43]","[60.0,70.0]","[31.817,40.474]","[-40.0,-30.0]","[1537.505,2410.107]","[-89.962,-16.228]"
245,2022-05-28 15:25:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[58.338,67.183]","[41.751,49.836]","[103.928,117.773]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[46.259,54.042]","[47.199,53.43]","[90.0,100.0]","[49.132,57.79]","[-30.0,-20.0]","[1537.505,2410.107]","[-16.228,57.507]"
246,2022-05-28 15:30:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[76.028,84.872]","[49.836,57.921]","[103.928,117.773]","[66.625,199.802]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[79.424,88.513]","[61.825,69.607]","[53.43,59.661]","[90.0,100.0]","[57.79,66.448]","[-10.0,0.0]","[1537.505,2410.107]","[131.241,204.976]"
247,2022-05-28 15:35:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[67.183,76.028]","[57.921,66.007]","[90.084,103.928]","[66.625,199.802]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[54.042,61.825]","[53.43,59.661]","[70.0,80.0]","[57.79,66.448]","[-30.0,-20.0]","[1537.505,2410.107]","[131.241,204.976]"
248,2022-05-28 15:40:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[67.183,76.028]","[66.007,74.092]","[76.239,90.084]","[66.625,199.802]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[52.157,61.246]","[46.259,54.042]","[47.199,53.43]","[60.0,70.0]","[66.448,75.105]","[-40.0,-30.0]","[1537.505,2410.107]","[57.507,131.241]"
249,2022-05-28 15:45:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[58.338,67.183]","[57.921,66.007]","[48.549,62.394]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[50.0,60.0]","[66.448,75.105]","[-50.0,-40.0]","[1537.505,2410.107]","[-16.228,57.507]"
250,2022-05-28 15:50:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[58.338,67.183]","[57.921,66.007]","[48.549,62.394]","[66.625,199.802]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[52.157,61.246]","[54.042,61.825]","[53.43,59.661]","[50.0,60.0]","[66.448,75.105]","[-40.0,-30.0]","[1537.505,2410.107]","[57.507,131.241]"
251,2022-05-28 15:55:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[49.494,58.338]","[57.921,66.007]","[20.86,34.704]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[30.0,40.0]","[66.448,75.105]","[-60.0,-50.0]","[1537.505,2410.107]","[-16.228,57.507]"
252,2022-05-28 16:00:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[40.649,49.494]","[49.836,57.921]","[20.86,34.704]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[30.0,40.0]","[57.79,66.448]","[-50.0,-40.0]","[1537.505,2410.107]","[-16.228,57.507]"
253,2022-05-28 16:05:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[31.804,40.649]","[49.836,57.921]","[20.86,34.704]","[-199.729,-66.552]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[30.0,40.0]","[49.132,57.79]","[-50.0,-40.0]","[1537.505,2410.107]","[-16.228,57.507]"
254,2022-05-28 16:10:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[22.96,31.804]","[41.751,49.836]","[7.015,20.86]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[38.476,46.259]","[47.199,53.43]","[10.0,20.0]","[40.474,49.132]","[-80.0,-70.0]","[1537.505,2410.107]","[-16.228,57.507]"
255,2022-05-28 16:15:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[22.96,31.804]","[33.666,41.751]","[7.015,20.86]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[46.259,54.042]","[47.199,53.43]","[20.0,30.0]","[31.817,40.474]","[-70.0,-60.0]","[1537.505,2410.107]","[-89.962,-16.228]"
256,2022-05-28 16:20:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[40.649,49.494]","[41.751,49.836]","[48.549,62.394]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[54.042,61.825]","[53.43,59.661]","[50.0,60.0]","[31.817,40.474]","[-50.0,-40.0]","[1537.505,2410.107]","[-16.228,57.507]"
257,2022-05-28 16:25:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[58.338,67.183]","[41.751,49.836]","[76.239,90.084]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[54.042,61.825]","[53.43,59.661]","[80.0,90.0]","[40.474,49.132]","[-40.0,-30.0]","[1537.505,2410.107]","[57.507,131.241]"
258,2022-05-28 16:30:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[67.183,76.028]","[49.836,57.921]","[90.084,103.928]","[-66.552,66.625]","[33.965,266.496]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[61.246,70.335]","[54.042,61.825]","[53.43,59.661]","[80.0,90.0]","[49.132,57.79]","[-40.0,-30.0]","[1537.505,2410.107]","[57.507,131.241]"
259,2022-05-28 16:35:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[67.183,76.028]","[57.921,66.007]","[76.239,90.084]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[60.0,70.0]","[49.132,57.79]","[-60.0,-50.0]","[1537.505,2410.107]","[-16.228,57.507]"
260,2022-05-28 16:40:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[58.338,67.183]","[57.921,66.007]","[48.549,62.394]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[46.259,54.042]","[47.199,53.43]","[40.0,50.0]","[49.132,57.79]","[-70.0,-60.0]","[1537.505,2410.107]","[-89.962,-16.228]"
261,2022-05-28 16:45:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[49.494,58.338]","[57.921,66.007]","[48.549,62.394]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[46.259,54.042]","[47.199,53.43]","[40.0,50.0]","[57.79,66.448]","[-60.0,-50.0]","[1537.505,2410.107]","[-89.962,-16.228]"
262,2022-05-28 16:50:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[40.649,49.494]","[49.836,57.921]","[7.015,20.86]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[24.89,33.979]","[38.476,46.259]","[40.968,47.199]","[10.0,20.0]","[49.132,57.79]","[-90.0,-80.0]","[1537.505,2410.107]","[-163.697,-89.962]"
263,2022-05-28 16:55:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[22.96,31.804]","[41.751,49.836]","[-6.83,7.015]","[-199.729,-66.552]","[-198.566,33.965]","[-315.695,59.984]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[15.801,24.89]","[30.694,38.476]","[40.968,47.199]","[0.0,10.0]","[49.132,57.79]","[-100.0,-90.0]","[1537.505,2410.107]","[-237.431,-163.697]"
264,2022-05-28 17:00:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[9.032,15.068]","[14.115,22.96]","[33.666,41.751]","[-20.675,-6.83]","[-199.729,-66.552]","[-198.566,33.965]","[-315.695,59.984]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[15.801,24.89]","[22.911,30.694]","[34.737,40.968]","[0.0,10.0]","[31.817,40.474]","[-100.0,-90.0]","[1537.505,2410.107]","[-237.431,-163.697]"
265,2022-05-28 17:05:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[14.115,22.96]","[25.58,33.666]","[-20.675,-6.83]","[-332.906,-199.729]","[-198.566,33.965]","[-315.695,59.984]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[6.713,15.801]","[22.911,30.694]","[34.737,40.968]","[0.0,10.0]","[23.159,31.817]","[-100.0,-90.0]","[1537.505,2410.107]","[-237.431,-163.697]"
266,2022-05-28 17:10:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[5.27,14.115]","[17.495,25.58]","[-20.675,-6.83]","[-199.729,-66.552]","[-198.566,33.965]","[-315.695,59.984]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[6.713,15.801]","[22.911,30.694]","[34.737,40.968]","[0.0,10.0]","[14.501,23.159]","[-100.0,-90.0]","[1537.505,2410.107]","[-237.431,-163.697]"
267,2022-05-28 17:15:00,"[28795.78,29146.298]","[843.443,1261.448]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[22.96,31.804]","[17.495,25.58]","[20.86,34.704]","[-66.552,66.625]","[-198.566,33.965]","[59.984,435.663]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[52.157,61.246]","[46.259,54.042]","[47.199,53.43]","[60.0,70.0]","[14.501,23.159]","[-50.0,-40.0]","[1537.505,2410.107]","[-89.962,-16.228]"
268,2022-05-28 17:20:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[31.804,40.649]","[25.58,33.666]","[34.704,48.549]","[-199.729,-66.552]","[-198.566,33.965]","[-315.695,59.984]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[38.476,46.259]","[40.968,47.199]","[40.0,50.0]","[14.501,23.159]","[-70.0,-60.0]","[1537.505,2410.107]","[-89.962,-16.228]"
269,2022-05-28 17:25:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[31.804,40.649]","[25.58,33.666]","[48.549,62.394]","[-66.552,66.625]","[-198.566,33.965]","[-315.695,59.984]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[38.476,46.259]","[40.968,47.199]","[40.0,50.0]","[14.501,23.159]","[-60.0,-50.0]","[1537.505,2410.107]","[-89.962,-16.228]"
270,2022-05-28 17:30:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[31.804,40.649]","[25.58,33.666]","[48.549,62.394]","[-66.552,66.625]","[-198.566,33.965]","[-315.695,59.984]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[38.476,46.259]","[40.968,47.199]","[40.0,50.0]","[23.159,31.817]","[-60.0,-50.0]","[1537.505,2410.107]","[-89.962,-16.228]"
271,2022-05-28 17:35:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[31.804,40.649]","[33.666,41.751]","[34.704,48.549]","[-66.552,66.625]","[-431.097,-198.566]","[-315.695,59.984]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[33.979,43.068]","[30.694,38.476]","[40.968,47.199]","[30.0,40.0]","[31.817,40.474]","[-80.0,-70.0]","[1537.505,2410.107]","[-89.962,-16.228]"
272,2022-05-28 17:40:00,"[28795.78,29146.298]","[7.434,425.438]","[28836.96,29172.436]","[28826.884,29153.778]","[28839.224,29142.233]","[28836.064,29169.545]","[28840.713,29161.225]","[28826.016,29127.855]","[28890.319,29240.477]","[28845.94,29178.513]","[28779.776,29106.241]","[15.068,21.104]","[31.804,40.649]","[33.666,41.751]","[34.704,48.549]","[-66.552,66.625]","[-198.566,33.965]","[-315.695,59.984]","[28831.799,29169.314]","[28843.43,29167.383]","[28842.077,29145.756]","[43.068,52.157]","[38.476,46.259]","[40.968,47.199]","[40.0,50.0]","[31.817,40.474]","[-60.0,-50.0]","[1537.505,2410.107]","[-89.962,-16.228]"
